contig_id,cluster_id
k141_16681,21
k141_20909,20
k141_51412,17
k141_5532,17
k141_40588,17
k141_34042,9
k141_49271,9
k141_7833,8
k141_1394,21
k141_36206,10
k141_25386,19
k141_5533,20
k141_38472,21
k141_51417,21
k141_20911,10
k141_23178,6
k141_49276,21
k141_14549,6
k141_31867,20
k141_42840,9
k141_25388,20
k141_29728,10
k141_3492,0
k141_20915,19
k141_7839,10
k141_34048,8
k141_40595,9
k141_9902,21
k141_51421,20
k141_47075,10
k141_5534,10
k141_3495,6
k141_42843,8
k141_20918,17
k141_44899,11
k141_12311,19
k141_42844,10
k141_9906,20
k141_31874,10
k141_51423,9
k141_7843,21
k141_12312,8
k141_23185,19
k141_5537,9
k141_29736,17
k141_42846,0
k141_36219,9
k141_7844,2
k141_3498,10
k141_18522,2
k141_1407,8
k141_47076,11
k141_34057,20
k141_44900,21
k141_27522,19
k141_23186,21
k141_51427,0
k141_20925,20
k141_42847,19
k141_40601,10
k141_7847,19
k141_5540,19
k141_12317,10
k141_29741,8
k141_44901,0
k141_34058,10
k141_51428,20
k141_5541,20
k141_42848,20
k141_36222,9
k141_12320,0
k141_47082,2
k141_16705,0
k141_34060,10
k141_18529,5
k141_31886,10
k141_27527,6
k141_9918,0
k141_12323,20
k141_3508,0
k141_49298,10
k141_29749,19
k141_14559,20
k141_40610,0
k141_7855,8
k141_1419,19
k141_34063,9
k141_36228,9
k141_23196,9
k141_16711,19
k141_25409,11
k141_38487,17
k141_40612,19
k141_20940,20
k141_29750,17
k141_14561,9
k141_12328,20
k141_3514,21
k141_51441,10
k141_5553,6
k141_42857,20
k141_47088,9
k141_34064,0
k141_23198,9
k141_38490,17
k141_31893,8
k141_16713,9
k141_27536,8
k141_49304,19
k141_20943,10
k141_16714,6
k141_7863,9
k141_36237,8
k141_5556,17
k141_12334,0
k141_31894,20
k141_34070,10
k141_14566,9
k141_44923,21
k141_49305,21
k141_7865,10
k141_27541,20
k141_25415,21
k141_40619,9
k141_20949,0
k141_18544,10
k141_34072,10
k141_23202,11
k141_1430,8
k141_29760,9
k141_36242,0
k141_42869,19
k141_49309,21
k141_38503,0
k141_12341,9
k141_5564,9
k141_3520,9
k141_49310,6
k141_25420,8
k141_27543,10
k141_29766,21
k141_14575,10
k141_20954,19
k141_16724,21
k141_38504,10
k141_3521,6
k141_36246,9
k141_9941,10
k141_42875,8
k141_14577,9
k141_7878,20
k141_29771,4
k141_20958,20
k141_44935,8
k141_40633,2
k141_16730,0
k141_5572,10
k141_25427,20
k141_3527,19
k141_23218,19
k141_9946,10
k141_5573,9
k141_14585,20
k141_12355,8
k141_49319,6
k141_29774,20
k141_51466,10
k141_1445,6
k141_9948,17
k141_20964,10
k141_7886,0
k141_36250,11
k141_18559,21
k141_34089,8
k141_51467,10
k141_47117,17
k141_29776,0
k141_16734,8
k141_23219,9
k141_38517,21
k141_31921,19
k141_1447,6
k141_12359,19
k141_25433,2
k141_29777,2
k141_31922,17
k141_40644,8
k141_23220,9
k141_34095,17
k141_5583,6
k141_36257,21
k141_12361,17
k141_47120,0
k141_49325,9
k141_51471,2
k141_29778,20
k141_1450,20
k141_14594,20
k141_42889,9
k141_40647,19
k141_12362,21
k141_47121,10
k141_7894,10
k141_20972,2
k141_16738,10
k141_25437,11
k141_23222,19
k141_51472,8
k141_25438,19
k141_5584,11
k141_12364,20
k141_36264,21
k141_38530,6
k141_34104,10
k141_23226,9
k141_27570,11
k141_25439,21
k141_9951,11
k141_7900,20
k141_49336,19
k141_25443,6
k141_31941,10
k141_29792,6
k141_14606,8
k141_49339,17
k141_47133,19
k141_7904,19
k141_20989,9
k141_3557,2
k141_25446,8
k141_40662,9
k141_34116,10
k141_5598,10
k141_42909,0
k141_3558,20
k141_40664,8
k141_31944,20
k141_12377,11
k141_34117,20
k141_25448,2
k141_29797,8
k141_1473,9
k141_36282,9
k141_42911,2
k141_1474,10
k141_5601,9
k141_40667,21
k141_34119,10
k141_27587,17
k141_7909,21
k141_47140,9
k141_14616,19
k141_18578,11
k141_25453,17
k141_34120,10
k141_9969,19
k141_16754,20
k141_12381,21
k141_40669,20
k141_23247,6
k141_38537,11
k141_29803,2
k141_51502,20
k141_3568,20
k141_49351,10
k141_42917,9
k141_47147,9
k141_31956,9
k141_1479,17
k141_7916,10
k141_38541,10
k141_25460,10
k141_40675,17
k141_18585,21
k141_34128,21
k141_29809,10
k141_1480,19
k141_12389,20
k141_23256,21
k141_49355,17
k141_16756,19
k141_34130,17
k141_25465,6
k141_29811,10
k141_1482,0
k141_3576,2
k141_36300,8
k141_31962,10
k141_23260,19
k141_7923,8
k141_47158,21
k141_1483,10
k141_42925,10
k141_12395,9
k141_21011,20
k141_45000,20
k141_5613,10
k141_7925,20
k141_27606,19
k141_49360,6
k141_34136,17
k141_18587,10
k141_36305,20
k141_42930,6
k141_47166,2
k141_27610,10
k141_7926,2
k141_38557,20
k141_34138,20
k141_3585,21
k141_12403,21
k141_42931,17
k141_14644,10
k141_49366,6
k141_23269,9
k141_18591,19
k141_31971,17
k141_45006,9
k141_36311,9
k141_29824,9
k141_1492,6
k141_25479,0
k141_38559,10
k141_29825,20
k141_14648,19
k141_51517,12
k141_45008,5
k141_25480,19
k141_34143,10
k141_21021,20
k141_47173,19
k141_1493,10
k141_40695,8
k141_3589,8
k141_27617,10
k141_18596,10
k141_31977,2
k141_51520,8
k141_47174,10
k141_23271,11
k141_45011,19
k141_18597,6
k141_14654,0
k141_1498,20
k141_3593,9
k141_36318,20
k141_21024,20
k141_42942,10
k141_38563,9
k141_49377,4
k141_27620,9
k141_10002,6
k141_47178,21
k141_7927,11
k141_1502,20
k141_23275,10
k141_42945,0
k141_38566,0
k141_49378,17
k141_3600,19
k141_47179,10
k141_21027,9
k141_25494,10
k141_29834,10
k141_27626,8
k141_45020,10
k141_7934,18
k141_49382,20
k141_5640,20
k141_51534,9
k141_34156,9
k141_25497,5
k141_27628,20
k141_21029,11
k141_3604,21
k141_42955,9
k141_7937,2
k141_47186,9
k141_29839,10
k141_34157,21
k141_16793,0
k141_51537,10
k141_49387,9
k141_31990,8
k141_10014,11
k141_18611,21
k141_12427,20
k141_1515,9
k141_5649,21
k141_36340,8
k141_14670,11
k141_25503,8
k141_12428,9
k141_23278,11
k141_40719,19
k141_3608,6
k141_42958,20
k141_38582,9
k141_14671,10
k141_27637,20
k141_31993,19
k141_12429,8
k141_25505,17
k141_29851,6
k141_51543,20
k141_45036,21
k141_40721,11
k141_18617,21
k141_12432,10
k141_10017,11
k141_34169,9
k141_29855,0
k141_27643,7
k141_21045,10
k141_14678,10
k141_16806,21
k141_36351,21
k141_25512,9
k141_49401,10
k141_7957,10
k141_38586,20
k141_14679,8
k141_45041,8
k141_29857,0
k141_7958,10
k141_23292,21
k141_5661,20
k141_51552,21
k141_34177,9
k141_18626,9
k141_7960,10
k141_40734,20
k141_21051,19
k141_42973,10
k141_32009,10
k141_10023,11
k141_34181,10
k141_21053,19
k141_14686,9
k141_1528,9
k141_25524,10
k141_10024,20
k141_34182,10
k141_18630,19
k141_45050,9
k141_7961,20
k141_29867,10
k141_16817,10
k141_40740,20
k141_47217,21
k141_23302,6
k141_32011,17
k141_16818,21
k141_42981,8
k141_34183,8
k141_12452,21
k141_25527,21
k141_18634,9
k141_14691,19
k141_36376,9
k141_47222,21
k141_12453,10
k141_29873,2
k141_42983,8
k141_16820,21
k141_27663,9
k141_45056,0
k141_7969,6
k141_42984,20
k141_32016,10
k141_36377,10
k141_14693,21
k141_18636,8
k141_38617,9
k141_25529,19
k141_49423,10
k141_21067,2
k141_42988,8
k141_36380,17
k141_51577,0
k141_10036,10
k141_7974,8
k141_3646,20
k141_12464,2
k141_38621,9
k141_49427,4
k141_34197,9
k141_36382,10
k141_25537,20
k141_45069,9
k141_5674,17
k141_3649,8
k141_7978,6
k141_10040,9
k141_29880,10
k141_47235,0
k141_14700,17
k141_42993,10
k141_32030,10
k141_34201,19
k141_40763,4
k141_7980,10
k141_45075,0
k141_10044,6
k141_42994,2
k141_32031,19
k141_49433,9
k141_16837,20
k141_14705,10
k141_7981,21
k141_27685,20
k141_1542,9
k141_10046,17
k141_18641,10
k141_47240,10
k141_45077,9
k141_49434,19
k141_36390,20
k141_51584,2
k141_38634,6
k141_18643,17
k141_7985,9
k141_23337,19
k141_16842,10
k141_12478,6
k141_14710,10
k141_32036,21
k141_34212,10
k141_51586,17
k141_43001,2
k141_29891,17
k141_14711,19
k141_27687,10
k141_16843,21
k141_21081,8
k141_34214,8
k141_5682,10
k141_27688,19
k141_1546,8
k141_10053,20
k141_51589,10
k141_45082,20
k141_32037,11
k141_21082,19
k141_25559,8
k141_47250,19
k141_43002,11
k141_12485,18
k141_36402,2
k141_14716,8
k141_10058,20
k141_16845,21
k141_32040,18
k141_34222,20
k141_47253,6
k141_7997,6
k141_38651,19
k141_23343,8
k141_45088,10
k141_43004,6
k141_51596,20
k141_32042,10
k141_12491,6
k141_10060,6
k141_36405,20
k141_27696,8
k141_1552,20
k141_29905,6
k141_43007,20
k141_18657,9
k141_5693,2
k141_40792,10
k141_3679,0
k141_32044,21
k141_45091,10
k141_34228,19
k141_25566,10
k141_51597,20
k141_8000,10
k141_5694,8
k141_3680,0
k141_45093,10
k141_23351,17
k141_18658,20
k141_51598,20
k141_32046,10
k141_27700,2
k141_49462,9
k141_14726,2
k141_36409,11
k141_45094,21
k141_1559,2
k141_21089,19
k141_47264,6
k141_27701,10
k141_25568,2
k141_12502,8
k141_49463,2
k141_34232,6
k141_40797,17
k141_43012,9
k141_1561,9
k141_23355,9
k141_3685,10
k141_38665,21
k141_34235,20
k141_49468,21
k141_23357,0
k141_5703,9
k141_1562,19
k141_25569,11
k141_32055,8
k141_27709,10
k141_10081,2
k141_38667,10
k141_51608,10
k141_5704,20
k141_14736,21
k141_49470,9
k141_21093,10
k141_12510,21
k141_25572,20
k141_10082,10
k141_1565,20
k141_36421,8
k141_8019,10
k141_32058,5
k141_29925,21
k141_16871,9
k141_38671,6
k141_51611,11
k141_1567,9
k141_36422,10
k141_18669,9
k141_47279,10
k141_23370,21
k141_14740,11
k141_25577,17
k141_38673,20
k141_49475,11
k141_10086,19
k141_40812,6
k141_12517,21
k141_27712,17
k141_23372,20
k141_18673,6
k141_47284,10
k141_8020,11
k141_49476,10
k141_25581,18
k141_43021,10
k141_51615,9
k141_3707,10
k141_29932,21
k141_16880,6
k141_21100,17
k141_23374,21
k141_14747,19
k141_45124,2
k141_10094,2
k141_34256,10
k141_25585,2
k141_5724,20
k141_51619,9
k141_8028,21
k141_3712,10
k141_27722,20
k141_40821,21
k141_32076,21
k141_12528,9
k141_21105,10
k141_47288,11
k141_49482,2
k141_36440,8
k141_3714,17
k141_1589,2
k141_25589,20
k141_38690,20
k141_10100,0
k141_8033,8
k141_12531,8
k141_40824,2
k141_51627,6
k141_32079,21
k141_14760,11
k141_36445,6
k141_23388,5
k141_21111,9
k141_25594,20
k141_8034,2
k141_10102,8
k141_40825,21
k141_43029,10
k141_51629,0
k141_12536,18
k141_3722,21
k141_34270,10
k141_14762,9
k141_12537,9
k141_29952,0
k141_18688,9
k141_45141,9
k141_8039,9
k141_10107,19
k141_36453,21
k141_1603,8
k141_25601,6
k141_34275,20
k141_51633,5
k141_3727,19
k141_40831,21
k141_16896,20
k141_18692,17
k141_23400,9
k141_21116,20
k141_38703,9
k141_32089,10
k141_5748,20
k141_3731,9
k141_47310,9
k141_36460,21
k141_8045,10
k141_45150,10
k141_12550,8
k141_10114,20
k141_14778,2
k141_47312,21
k141_23406,21
k141_38707,19
k141_18699,9
k141_32090,21
k141_27747,20
k141_1613,10
k141_8051,9
k141_3737,9
k141_43044,8
k141_23410,8
k141_29968,17
k141_38711,20
k141_49515,9
k141_51646,8
k141_5752,10
k141_36469,6
k141_18703,20
k141_14784,10
k141_45159,10
k141_32093,9
k141_38712,10
k141_10123,10
k141_51649,9
k141_12551,2
k141_40847,21
k141_49517,20
k141_43050,17
k141_29972,21
k141_38716,17
k141_16917,20
k141_25621,17
k141_45167,10
k141_27761,6
k141_3749,6
k141_10126,20
k141_29974,10
k141_49518,9
k141_25622,2
k141_36480,19
k141_18706,8
k141_34300,10
k141_49520,10
k141_43056,9
k141_21132,10
k141_32102,0
k141_29978,9
k141_10130,6
k141_40859,6
k141_51661,8
k141_8068,21
k141_47328,10
k141_29980,10
k141_43059,9
k141_45176,9
k141_3756,21
k141_25628,11
k141_1636,9
k141_23430,9
k141_32103,10
k141_38725,10
k141_8071,17
k141_12561,19
k141_14806,19
k141_23432,17
k141_1638,9
k141_18712,10
k141_38727,8
k141_29985,2
k141_23433,10
k141_27779,6
k141_16934,0
k141_1642,9
k141_38730,9
k141_5778,19
k141_10146,2
k141_38731,20
k141_45186,9
k141_18718,21
k141_29989,19
k141_23437,7
k141_8080,20
k141_25637,9
k141_38732,9
k141_36497,11
k141_10148,10
k141_45187,19
k141_49539,0
k141_32113,10
k141_40869,10
k141_14814,0
k141_16939,20
k141_38733,21
k141_51675,10
k141_5780,9
k141_12570,21
k141_32115,20
k141_16942,2
k141_1650,6
k141_36502,19
k141_10153,21
k141_47350,10
k141_45193,19
k141_38735,9
k141_18723,17
k141_49543,6
k141_29993,10
k141_40873,18
k141_43076,19
k141_25642,21
k141_12573,19
k141_27791,9
k141_36503,17
k141_38737,21
k141_8090,17
k141_34330,20
k141_51682,21
k141_5786,19
k141_1654,11
k141_29996,10
k141_10158,5
k141_8092,9
k141_25646,10
k141_21154,8
k141_23457,9
k141_34332,2
k141_38739,10
k141_27799,0
k141_3783,9
k141_32126,20
k141_36510,0
k141_27800,0
k141_5790,10
k141_1656,8
k141_40880,10
k141_32127,10
k141_45201,10
k141_12582,8
k141_49551,17
k141_43086,17
k141_18733,10
k141_47361,21
k141_8099,9
k141_34337,9
k141_36512,19
k141_23464,21
k141_43089,8
k141_47362,8
k141_29999,19
k141_40885,20
k141_8102,9
k141_25657,5
k141_5797,10
k141_34340,6
k141_43092,17
k141_23470,8
k141_1663,20
k141_38750,2
k141_10172,20
k141_36520,17
k141_45212,17
k141_51704,10
k141_40888,2
k141_1665,21
k141_25660,10
k141_21172,10
k141_23472,17
k141_12593,17
k141_43096,10
k141_5801,17
k141_25661,21
k141_23473,17
k141_51708,10
k141_34345,20
k141_38755,2
k141_10182,9
k141_18743,10
k141_14855,20
k141_40893,2
k141_43097,10
k141_45219,20
k141_3806,19
k141_34346,10
k141_25662,21
k141_38758,10
k141_30017,9
k141_49572,10
k141_3807,21
k141_8113,10
k141_5807,19
k141_18747,6
k141_51712,8
k141_38759,20
k141_10184,20
k141_14858,17
k141_12598,10
k141_27824,21
k141_3811,10
k141_21184,21
k141_45222,21
k141_30022,20
k141_38763,9
k141_25669,9
k141_14861,9
k141_32156,10
k141_43111,6
k141_21185,21
k141_51718,10
k141_3814,17
k141_23488,8
k141_36535,9
k141_34358,8
k141_32157,20
k141_47387,6
k141_12604,20
k141_40902,20
k141_3815,20
k141_16987,0
k141_5812,9
k141_49583,21
k141_27832,10
k141_23491,17
k141_18757,9
k141_32159,9
k141_34363,17
k141_45230,20
k141_36540,21
k141_10197,8
k141_5814,10
k141_40905,10
k141_3817,2
k141_16991,17
k141_21194,10
k141_1694,10
k141_5815,6
k141_12606,20
k141_30032,19
k141_25682,10
k141_8131,10
k141_27833,9
k141_36546,0
k141_16994,8
k141_23499,20
k141_45231,8
k141_3822,0
k141_8134,8
k141_38777,20
k141_23501,9
k141_18760,0
k141_10204,9
k141_5819,17
k141_49597,8
k141_43130,10
k141_34373,6
k141_32166,17
k141_16997,9
k141_47401,6
k141_30039,2
k141_5820,10
k141_10207,10
k141_36552,10
k141_3823,20
k141_34375,6
k141_17001,6
k141_18764,9
k141_23509,10
k141_12613,21
k141_43133,20
k141_12614,10
k141_25695,9
k141_47408,17
k141_49608,10
k141_1711,10
k141_36559,9
k141_21207,0
k141_38786,12
k141_23512,20
k141_17005,17
k141_30051,9
k141_34383,10
k141_36561,21
k141_1714,20
k141_51744,21
k141_12617,21
k141_45249,10
k141_38787,9
k141_27853,6
k141_47409,10
k141_32176,10
k141_8153,19
k141_21210,20
k141_1716,21
k141_18771,10
k141_38788,9
k141_40926,2
k141_34387,10
k141_43147,6
k141_47414,10
k141_12625,0
k141_10220,20
k141_18773,20
k141_51747,0
k141_30059,21
k141_27856,10
k141_17015,21
k141_36567,11
k141_5829,18
k141_21214,9
k141_3839,17
k141_12627,6
k141_47415,9
k141_30060,21
k141_8160,19
k141_27857,17
k141_40931,10
k141_32186,10
k141_45261,19
k141_17017,9
k141_21216,2
k141_34398,10
k141_27859,8
k141_3841,9
k141_38795,21
k141_47418,10
k141_14879,11
k141_36572,20
k141_10227,6
k141_17018,20
k141_23534,19
k141_32188,10
k141_18777,9
k141_14880,10
k141_12634,9
k141_21221,19
k141_10228,6
k141_17021,20
k141_25710,11
k141_1726,11
k141_38800,17
k141_5841,0
k141_40939,6
k141_49629,10
k141_43162,0
k141_27865,10
k141_18781,0
k141_32193,9
k141_14884,10
k141_34404,8
k141_45267,9
k141_23539,17
k141_25711,17
k141_8170,19
k141_38802,20
k141_36573,21
k141_1730,8
k141_49633,10
k141_40943,21
k141_34406,10
k141_10233,9
k141_5844,10
k141_1731,9
k141_21226,0
k141_30079,0
k141_8173,10
k141_23543,6
k141_43166,8
k141_34407,20
k141_38805,9
k141_32203,20
k141_45274,0
k141_14891,10
k141_1732,11
k141_51760,17
k141_12644,10
k141_5848,8
k141_3858,9
k141_27872,17
k141_23546,20
k141_18786,8
k141_1733,17
k141_17033,10
k141_21229,9
k141_8177,20
k141_27873,5
k141_49639,8
k141_40947,20
k141_32206,8
k141_3859,20
k141_25723,8
k141_14892,17
k141_21231,8
k141_12647,8
k141_30087,9
k141_8178,10
k141_36584,2
k141_43175,9
k141_12648,17
k141_17038,19
k141_32211,10
k141_49645,10
k141_38817,20
k141_25724,10
k141_47441,10
k141_10250,19
k141_17039,8
k141_8182,10
k141_5857,21
k141_43180,10
k141_25725,8
k141_40959,21
k141_3872,20
k141_45290,10
k141_21243,8
k141_34428,10
k141_5858,8
k141_25729,9
k141_27888,9
k141_38821,9
k141_47448,17
k141_5859,19
k141_18799,17
k141_21244,6
k141_43184,6
k141_49653,9
k141_3876,10
k141_27889,10
k141_38823,10
k141_14901,21
k141_10261,8
k141_51780,9
k141_34432,19
k141_45293,20
k141_30103,10
k141_8188,19
k141_25734,21
k141_43187,5
k141_34433,9
k141_1761,21
k141_27892,10
k141_17052,6
k141_12667,9
k141_21249,6
k141_27893,6
k141_34436,10
k141_43188,9
k141_49657,10
k141_51785,21
k141_40970,10
k141_47459,10
k141_1763,8
k141_45300,10
k141_3886,19
k141_5869,9
k141_8199,18
k141_30112,17
k141_10270,10
k141_21254,8
k141_12676,10
k141_27900,20
k141_43192,10
k141_5870,20
k141_14912,9
k141_25741,10
k141_18811,0
k141_3891,8
k141_47463,20
k141_36616,9
k141_8202,2
k141_34443,8
k141_1771,10
k141_17066,10
k141_3894,10
k141_25743,11
k141_10277,8
k141_45306,21
k141_23588,8
k141_47466,20
k141_49666,11
k141_43197,20
k141_21260,20
k141_23589,21
k141_51797,10
k141_45307,20
k141_14919,6
k141_40986,17
k141_3898,6
k141_47469,2
k141_10280,17
k141_36623,9
k141_34451,20
k141_25745,9
k141_5878,8
k141_18819,9
k141_32251,2
k141_45311,9
k141_43198,9
k141_38852,20
k141_25747,6
k141_10282,9
k141_51803,2
k141_49670,19
k141_32253,21
k141_27919,20
k141_25748,10
k141_23598,10
k141_32254,8
k141_25749,2
k141_34459,19
k141_45316,2
k141_14929,17
k141_17071,8
k141_47481,20
k141_5885,20
k141_30124,11
k141_51806,11
k141_45318,18
k141_1788,9
k141_12691,10
k141_10287,9
k141_32256,6
k141_14931,21
k141_40998,10
k141_5886,19
k141_18832,10
k141_17074,9
k141_49678,9
k141_25754,0
k141_10288,6
k141_21275,11
k141_36636,9
k141_45322,8
k141_51808,21
k141_14932,8
k141_12695,8
k141_3916,21
k141_47486,20
k141_32257,10
k141_38868,9
k141_5887,6
k141_10289,8
k141_14933,21
k141_47488,17
k141_18837,2
k141_1795,21
k141_3920,8
k141_32260,10
k141_17076,11
k141_36638,6
k141_8215,9
k141_45330,9
k141_41002,10
k141_18838,21
k141_5890,21
k141_38873,20
k141_51816,2
k141_32261,2
k141_10292,10
k141_49686,19
k141_25766,21
k141_23618,17
k141_34479,20
k141_27938,6
k141_17080,21
k141_45334,10
k141_25768,21
k141_23619,2
k141_51820,0
k141_41008,19
k141_10296,20
k141_18843,17
k141_47497,19
k141_21290,9
k141_14945,19
k141_49694,21
k141_27943,20
k141_12705,17
k141_1807,20
k141_36649,20
k141_38878,10
k141_25771,20
k141_34485,20
k141_43233,19
k141_23620,11
k141_5902,10
k141_32272,20
k141_18847,19
k141_38880,10
k141_27945,19
k141_1812,10
k141_18849,21
k141_12707,21
k141_45345,6
k141_21297,0
k141_8223,10
k141_3936,0
k141_10312,9
k141_51832,10
k141_36657,20
k141_30159,20
k141_12709,20
k141_5909,0
k141_21298,8
k141_18851,21
k141_36659,8
k141_1818,21
k141_14954,19
k141_43242,8
k141_47510,21
k141_10313,11
k141_41020,21
k141_3940,17
k141_17099,20
k141_49704,21
k141_34496,9
k141_25787,10
k141_36662,6
k141_32283,9
k141_45353,2
k141_8226,20
k141_30165,9
k141_21303,9
k141_25789,19
k141_41024,9
k141_14958,10
k141_17100,9
k141_30166,19
k141_1822,21
k141_5916,10
k141_43247,9
k141_12716,20
k141_25793,9
k141_36670,10
k141_51834,10
k141_43248,9
k141_41030,8
k141_5918,0
k141_17104,17
